,E-1,E-10,E-2,E-3,E-4,E-5,E-6,E-7,E-8,E-9,LINEAR_FORECAST,VALUE,Z-1,Z-10,Z-2,Z-3,Z-4,Z-5,Z-6,Z-7,Z-8,Z-9
88,-4.07236843896,13.1343552702,-19.9373106132,-19.7370689161,-16.4324547954,-3.17330025897,-1.82161088669,19.9778014191,3.25892127214,-24.0655004094,44.4626431152,54.8,26.772368439,111.56564473,24.2373106132,26.4370689161,37.0324547954,42.173300259,55.9216108867,44.5221985809,63.3410787279,120.365500409
89,10.3373568848,-24.0655004094,-4.07236843896,-19.9373106132,-19.7370689161,-16.4324547954,-3.17330025897,-1.82161088669,19.9778014191,3.25892127214,71.7715038478,93.8,44.4626431152,120.365500409,26.772368439,24.2373106132,26.4370689161,37.0324547954,42.173300259,55.9216108867,44.5221985809,63.3410787279
90,22.0284961522,3.25892127214,10.3373568848,-4.07236843896,-19.9373106132,-19.7370689161,-16.4324547954,-3.17330025897,-1.82161088669,19.9778014191,106.014703504,95.8,71.7715038478,63.3410787279,44.4626431152,26.772368439,24.2373106132,26.4370689161,37.0324547954,42.173300259,55.9216108867,44.5221985809
91,-10.2147035042,19.9778014191,22.0284961522,10.3373568848,-4.07236843896,-19.9373106132,-19.7370689161,-16.4324547954,-3.17330025897,-1.82161088669,81.9696524177,77.2,106.014703504,44.5221985809,71.7715038478,44.4626431152,26.772368439,24.2373106132,26.4370689161,37.0324547954,42.173300259,55.9216108867
92,-4.76965241772,-1.82161088669,-10.2147035042,22.0284961522,10.3373568848,-4.07236843896,-19.9373106132,-19.7370689161,-16.4324547954,-3.17330025897,58.1350243561,59.1,81.9696524177,55.9216108867,106.014703504,71.7715038478,44.4626431152,26.772368439,24.2373106132,26.4370689161,37.0324547954,42.173300259
93,0.964975643924,-3.17330025897,-4.76965241772,-10.2147035042,22.0284961522,10.3373568848,-4.07236843896,-19.9373106132,-19.7370689161,-16.4324547954,41.9934160233,44.0,58.1350243561,42.173300259,81.9696524177,106.014703504,71.7715038478,44.4626431152,26.772368439,24.2373106132,26.4370689161,37.0324547954
94,2.00658397668,-16.4324547954,0.964975643924,-4.76965241772,-10.2147035042,22.0284961522,10.3373568848,-4.07236843896,-19.9373106132,-19.7370689161,29.857137376,47.0,41.9934160233,37.0324547954,58.1350243561,81.9696524177,106.014703504,71.7715038478,44.4626431152,26.772368439,24.2373106132,26.4370689161
95,17.142862624,-19.7370689161,2.00658397668,0.964975643924,-4.76965241772,-10.2147035042,22.0284961522,10.3373568848,-4.07236843896,-19.9373106132,44.4169380873,30.5,29.857137376,26.4370689161,41.9934160233,58.1350243561,81.9696524177,106.014703504,71.7715038478,44.4626431152,26.772368439,24.2373106132
96,-13.9169380873,-19.9373106132,17.142862624,2.00658397668,0.964975643924,-4.76965241772,-10.2147035042,22.0284961522,10.3373568848,-4.07236843896,22.0528706275,16.3,44.4169380873,24.2373106132,29.857137376,41.9934160233,58.1350243561,81.9696524177,106.014703504,71.7715038478,44.4626431152,26.772368439
97,-5.75287062752,-4.07236843896,-13.9169380873,17.142862624,2.00658397668,0.964975643924,-4.76965241772,-10.2147035042,22.0284961522,10.3373568848,23.1132764748,7.3,22.0528706275,26.772368439,44.4169380873,29.857137376,41.9934160233,58.1350243561,81.9696524177,106.014703504,71.7715038478,44.4626431152
98,-15.8132764748,10.3373568848,-5.75287062752,-13.9169380873,17.142862624,2.00658397668,0.964975643924,-4.76965241772,-10.2147035042,22.0284961522,21.5290374427,37.6,23.1132764748,44.4626431152,22.0528706275,44.4169380873,29.857137376,41.9934160233,58.1350243561,81.9696524177,106.014703504,71.7715038478
99,16.0709625573,22.0284961522,-15.8132764748,-5.75287062752,-13.9169380873,17.142862624,2.00658397668,0.964975643924,-4.76965241772,-10.2147035042,67.713183362,74.0,21.5290374427,71.7715038478,23.1132764748,22.0528706275,44.4169380873,29.857137376,41.9934160233,58.1350243561,81.9696524177,106.014703504
100,6.28681663797,-10.2147035042,16.0709625573,-15.8132764748,-5.75287062752,-13.9169380873,17.142862624,2.00658397668,0.964975643924,-4.76965241772,88.9303638204,139.0,67.713183362,106.014703504,21.5290374427,23.1132764748,22.0528706275,44.4169380873,29.857137376,41.9934160233,58.1350243561,81.9696524177
101,50.0696361796,-4.76965241772,6.28681663797,16.0709625573,-15.8132764748,-5.75287062752,-13.9169380873,17.142862624,2.00658397668,0.964975643924,155.807500457,111.2,88.9303638204,81.9696524177,67.713183362,21.5290374427,23.1132764748,22.0528706275,44.4169380873,29.857137376,41.9934160233,58.1350243561
102,-44.6075004572,0.964975643924,50.0696361796,6.28681663797,16.0709625573,-15.8132764748,-5.75287062752,-13.9169380873,17.142862624,2.00658397668,73.9051557073,101.6,155.807500457,58.1350243561,88.9303638204,67.713183362,21.5290374427,23.1132764748,22.0528706275,44.4169380873,29.857137376,41.9934160233
103,27.6948442927,2.00658397668,-44.6075004572,50.0696361796,6.28681663797,16.0709625573,-15.8132764748,-5.75287062752,-13.9169380873,17.142862624,83.4922139668,66.2,73.9051557073,41.9934160233,155.807500457,88.9303638204,67.713183362,21.5290374427,23.1132764748,22.0528706275,44.4169380873,29.857137376
104,-17.2922139668,17.142862624,27.6948442927,-44.6075004572,50.0696361796,6.28681663797,16.0709625573,-15.8132764748,-5.75287062752,-13.9169380873,45.4340240952,44.7,83.4922139668,29.857137376,73.9051557073,155.807500457,88.9303638204,67.713183362,21.5290374427,23.1132764748,22.0528706275,44.4169380873
105,-0.734024095206,-13.9169380873,-17.2922139668,27.6948442927,-44.6075004572,50.0696361796,6.28681663797,16.0709625573,-15.8132764748,-5.75287062752,26.0402122677,17.0,45.4340240952,44.4169380873,83.4922139668,73.9051557073,155.807500457,88.9303638204,67.713183362,21.5290374427,23.1132764748,22.0528706275
106,-9.0402122677,-5.75287062752,-0.734024095206,-17.2922139668,27.6948442927,-44.6075004572,50.0696361796,6.28681663797,16.0709625573,-15.8132764748,11.2311947354,11.3,26.0402122677,22.0528706275,45.4340240952,83.4922139668,73.9051557073,155.807500457,88.9303638204,67.713183362,21.5290374427,23.1132764748
107,0.0688052645747,-15.8132764748,-9.0402122677,-0.734024095206,-17.2922139668,27.6948442927,-44.6075004572,50.0696361796,6.28681663797,16.0709625573,14.7635366187,12.4,11.2311947354,23.1132764748,26.0402122677,45.4340240952,83.4922139668,73.9051557073,155.807500457,88.9303638204,67.713183362,21.5290374427
108,-2.36353661867,16.0709625573,0.0688052645747,-9.0402122677,-0.734024095206,-17.2922139668,27.6948442927,-44.6075004572,50.0696361796,6.28681663797,37.6642811635,3.4,14.7635366187,21.5290374427,11.2311947354,26.0402122677,45.4340240952,83.4922139668,73.9051557073,155.807500457,88.9303638204,67.713183362
109,-34.2642811635,6.28681663797,-2.36353661867,0.0688052645747,-9.0402122677,-0.734024095206,-17.2922139668,27.6948442927,-44.6075004572,50.0696361796,25.4344816096,6.0,37.6642811635,67.713183362,14.7635366187,11.2311947354,26.0402122677,45.4340240952,83.4922139668,73.9051557073,155.807500457,88.9303638204
110,-19.4344816096,50.0696361796,-34.2642811635,-2.36353661867,0.0688052645747,-9.0402122677,-0.734024095206,-17.2922139668,27.6948442927,-44.6075004572,32.4907470111,32.3,25.4344816096,88.9303638204,37.6642811635,14.7635366187,11.2311947354,26.0402122677,45.4340240952,83.4922139668,73.9051557073,155.807500457
111,-0.190747011075,-44.6075004572,-19.4344816096,-34.2642811635,-2.36353661867,0.0688052645747,-9.0402122677,-0.734024095206,-17.2922139668,27.6948442927,59.1536309897,54.3,32.4907470111,155.807500457,25.4344816096,37.6642811635,14.7635366187,11.2311947354,26.0402122677,45.4340240952,83.4922139668,73.9051557073
112,-4.85363098965,27.6948442927,-0.190747011075,-19.4344816096,-34.2642811635,-2.36353661867,0.0688052645747,-9.0402122677,-0.734024095206,-17.2922139668,66.1587935033,59.7,59.1536309897,73.9051557073,32.4907470111,25.4344816096,37.6642811635,14.7635366187,11.2311947354,26.0402122677,45.4340240952,83.4922139668
113,-6.4587935033,-17.2922139668,-4.85363098965,-0.190747011075,-19.4344816096,-34.2642811635,-2.36353661867,0.0688052645747,-9.0402122677,-0.734024095206,55.5127966887,63.7,66.1587935033,83.4922139668,59.1536309897,32.4907470111,25.4344816096,37.6642811635,14.7635366187,11.2311947354,26.0402122677,45.4340240952
114,8.18720331129,-0.734024095206,-6.4587935033,-4.85363098965,-0.190747011075,-19.4344816096,-34.2642811635,-2.36353661867,0.0688052645747,-9.0402122677,55.7146528931,63.5,55.5127966887,45.4340240952,66.1587935033,59.1536309897,32.4907470111,25.4344816096,37.6642811635,14.7635366187,11.2311947354,26.0402122677
115,7.78534710687,-9.0402122677,8.18720331129,-6.4587935033,-4.85363098965,-0.190747011075,-19.4344816096,-34.2642811635,-2.36353661867,0.0688052645747,52.0672005696,52.2,55.7146528931,26.0402122677,55.5127966887,66.1587935033,59.1536309897,32.4907470111,25.4344816096,37.6642811635,14.7635366187,11.2311947354
116,0.132799430372,0.0688052645747,7.78534710687,8.18720331129,-6.4587935033,-4.85363098965,-0.190747011075,-19.4344816096,-34.2642811635,-2.36353661867,36.8469678336,25.4,52.0672005696,11.2311947354,55.7146528931,55.5127966887,66.1587935033,59.1536309897,32.4907470111,25.4344816096,37.6642811635,14.7635366187
117,-11.4469678336,-2.36353661867,0.132799430372,7.78534710687,8.18720331129,-6.4587935033,-4.85363098965,-0.190747011075,-19.4344816096,-34.2642811635,8.51578757895,13.1,36.8469678336,14.7635366187,52.0672005696,55.7146528931,55.5127966887,66.1587935033,59.1536309897,32.4907470111,25.4344816096,37.6642811635
118,4.58421242105,-34.2642811635,-11.4469678336,0.132799430372,7.78534710687,8.18720331129,-6.4587935033,-4.85363098965,-0.190747011075,-19.4344816096,9.58180314965,6.8,8.51578757895,37.6642811635,36.8469678336,52.0672005696,55.7146528931,55.5127966887,66.1587935033,59.1536309897,32.4907470111,25.4344816096
119,-2.78180314965,-19.4344816096,4.58421242105,-11.4469678336,0.132799430372,7.78534710687,8.18720331129,-6.4587935033,-4.85363098965,-0.190747011075,11.8195297327,6.3,9.58180314965,25.4344816096,8.51578757895,36.8469678336,52.0672005696,55.7146528931,55.5127966887,66.1587935033,59.1536309897,32.4907470111
120,-5.5195297327,-0.190747011075,-2.78180314965,4.58421242105,-11.4469678336,0.132799430372,7.78534710687,8.18720331129,-6.4587935033,-4.85363098965,16.2160937008,7.1,11.8195297327,32.4907470111,9.58180314965,8.51578757895,36.8469678336,52.0672005696,55.7146528931,55.5127966887,66.1587935033,59.1536309897
121,-9.11609370078,-4.85363098965,-5.5195297327,-2.78180314965,4.58421242105,-11.4469678336,0.132799430372,7.78534710687,8.18720331129,-6.4587935033,20.0968470163,35.6,16.2160937008,59.1536309897,11.8195297327,9.58180314965,8.51578757895,36.8469678336,52.0672005696,55.7146528931,55.5127966887,66.1587935033
122,15.5031529837,-6.4587935033,-9.11609370078,-5.5195297327,-2.78180314965,4.58421242105,-11.4469678336,0.132799430372,7.78534710687,8.18720331129,56.1685704279,73.0,20.0968470163,66.1587935033,16.2160937008,11.8195297327,9.58180314965,8.51578757895,36.8469678336,52.0672005696,55.7146528931,55.5127966887
123,16.8314295721,8.18720331129,15.5031529837,-9.11609370078,-5.5195297327,-2.78180314965,4.58421242105,-11.4469678336,0.132799430372,7.78534710687,88.1862760519,85.1,56.1685704279,55.5127966887,20.0968470163,16.2160937008,11.8195297327,9.58180314965,8.51578757895,36.8469678336,52.0672005696,55.7146528931
124,-3.08627605194,7.78534710687,16.8314295721,15.5031529837,-9.11609370078,-5.5195297327,-2.78180314965,4.58421242105,-11.4469678336,0.132799430372,78.3816852983,78.0,88.1862760519,55.7146528931,56.1685704279,20.0968470163,16.2160937008,11.8195297327,9.58180314965,8.51578757895,36.8469678336,52.0672005696
125,-0.381685298341,0.132799430372,-3.08627605194,16.8314295721,15.5031529837,-9.11609370078,-5.5195297327,-2.78180314965,4.58421242105,-11.4469678336,62.0063142446,64.0,78.3816852983,52.0672005696,88.1862760519,56.1685704279,20.0968470163,16.2160937008,11.8195297327,9.58180314965,8.51578757895,36.8469678336
126,1.99368575543,-11.4469678336,-0.381685298341,-3.08627605194,16.8314295721,15.5031529837,-9.11609370078,-5.5195297327,-2.78180314965,4.58421242105,46.2698443398,41.8,62.0063142446,36.8469678336,78.3816852983,88.1862760519,56.1685704279,20.0968470163,16.2160937008,11.8195297327,9.58180314965,8.51578757895
127,-4.46984433982,4.58421242105,1.99368575543,-0.381685298341,-3.08627605194,16.8314295721,15.5031529837,-9.11609370078,-5.5195297327,-2.78180314965,23.4823993148,26.2,46.2698443398,8.51578757895,62.0063142446,78.3816852983,88.1862760519,56.1685704279,20.0968470163,16.2160937008,11.8195297327,9.58180314965
128,2.71760068517,-2.78180314965,-4.46984433982,1.99368575543,-0.381685298341,-3.08627605194,16.8314295721,15.5031529837,-9.11609370078,-5.5195297327,15.972662631,26.7,23.4823993148,9.58180314965,46.2698443398,62.0063142446,78.3816852983,88.1862760519,56.1685704279,20.0968470163,16.2160937008,11.8195297327
129,10.727337369,-5.5195297327,2.71760068517,-4.46984433982,1.99368575543,-0.381685298341,-3.08627605194,16.8314295721,15.5031529837,-9.11609370078,27.4883784333,12.1,15.972662631,11.8195297327,23.4823993148,46.2698443398,62.0063142446,78.3816852983,88.1862760519,56.1685704279,20.0968470163,16.2160937008
130,-15.3883784333,-9.11609370078,10.727337369,2.71760068517,-4.46984433982,1.99368575543,-0.381685298341,-3.08627605194,16.8314295721,15.5031529837,11.4162586717,9.5,27.4883784333,16.2160937008,15.972662631,23.4823993148,46.2698443398,62.0063142446,78.3816852983,88.1862760519,56.1685704279,20.0968470163
131,-1.91625867174,15.5031529837,-15.3883784333,10.727337369,2.71760068517,-4.46984433982,1.99368575543,-0.381685298341,-3.08627605194,16.8314295721,22.4825600499,2.7,11.4162586717,20.0968470163,27.4883784333,15.972662631,23.4823993148,46.2698443398,62.0063142446,78.3816852983,88.1862760519,56.1685704279
132,-19.7825600499,16.8314295721,-1.91625867174,-15.3883784333,10.727337369,2.71760068517,-4.46984433982,1.99368575543,-0.381685298341,-3.08627605194,17.7955461257,5.0,22.4825600499,56.1685704279,11.4162586717,27.4883784333,15.972662631,23.4823993148,46.2698443398,62.0063142446,78.3816852983,88.1862760519
133,-12.7955461257,-3.08627605194,-19.7825600499,-1.91625867174,-15.3883784333,10.727337369,2.71760068517,-4.46984433982,1.99368575543,-0.381685298341,20.8242072471,24.4,17.7955461257,88.1862760519,22.4825600499,11.4162586717,27.4883784333,15.972662631,23.4823993148,46.2698443398,62.0063142446,78.3816852983
134,3.57579275288,-0.381685298341,-12.7955461257,-19.7825600499,-1.91625867174,-15.3883784333,10.727337369,2.71760068517,-4.46984433982,1.99368575543,43.6021532777,42.0,20.8242072471,78.3816852983,17.7955461257,22.4825600499,11.4162586717,27.4883784333,15.972662631,23.4823993148,46.2698443398,62.0063142446
135,-1.60215327773,1.99368575543,3.57579275288,-12.7955461257,-19.7825600499,-1.91625867174,-15.3883784333,10.727337369,2.71760068517,-4.46984433982,49.1611966443,63.5,43.6021532777,62.0063142446,20.8242072471,17.7955461257,22.4825600499,11.4162586717,27.4883784333,15.972662631,23.4823993148,46.2698443398
136,14.3388033557,-4.46984433982,-1.60215327773,3.57579275288,-12.7955461257,-19.7825600499,-1.91625867174,-15.3883784333,10.727337369,2.71760068517,65.9844053,53.8,49.1611966443,46.2698443398,43.6021532777,20.8242072471,17.7955461257,22.4825600499,11.4162586717,27.4883784333,15.972662631,23.4823993148
137,-12.1844053,2.71760068517,14.3388033557,-1.60215327773,3.57579275288,-12.7955461257,-19.7825600499,-1.91625867174,-15.3883784333,10.727337369,40.0496603112,62.0,65.9844053,23.4823993148,49.1611966443,43.6021532777,20.8242072471,17.7955461257,22.4825600499,11.4162586717,27.4883784333,15.972662631
138,21.9503396888,10.727337369,-12.1844053,14.3388033557,-1.60215327773,3.57579275288,-12.7955461257,-19.7825600499,-1.91625867174,-15.3883784333,55.1467109144,48.5,40.0496603112,15.972662631,65.9844053,49.1611966443,43.6021532777,20.8242072471,17.7955461257,22.4825600499,11.4162586717,27.4883784333
139,-6.64671091438,-15.3883784333,21.9503396888,-12.1844053,14.3388033557,-1.60215327773,3.57579275288,-12.7955461257,-19.7825600499,-1.91625867174,34.0397563338,43.9,55.1467109144,27.4883784333,40.0496603112,65.9844053,49.1611966443,43.6021532777,20.8242072471,17.7955461257,22.4825600499,11.4162586717
140,9.86024366624,-1.91625867174,-6.64671091438,21.9503396888,-12.1844053,14.3388033557,-1.60215327773,3.57579275288,-12.7955461257,-19.7825600499,31.7295991115,18.6,34.0397563338,11.4162586717,55.1467109144,40.0496603112,65.9844053,49.1611966443,43.6021532777,20.8242072471,17.7955461257,22.4825600499
141,-13.1295991115,-19.7825600499,9.86024366624,-6.64671091438,21.9503396888,-12.1844053,14.3388033557,-1.60215327773,3.57579275288,-12.7955461257,7.21059526252,5.7,31.7295991115,22.4825600499,34.0397563338,55.1467109144,40.0496603112,65.9844053,49.1611966443,43.6021532777,20.8242072471,17.7955461257
142,-1.51059526252,-12.7955461257,-13.1295991115,9.86024366624,-6.64671091438,21.9503396888,-12.1844053,14.3388033557,-1.60215327773,3.57579275288,3.23252964164,3.6,7.21059526252,17.7955461257,31.7295991115,34.0397563338,55.1467109144,40.0496603112,65.9844053,49.1611966443,43.6021532777,20.8242072471
143,0.367470358362,3.57579275288,-1.51059526252,-13.1295991115,9.86024366624,-6.64671091438,21.9503396888,-12.1844053,14.3388033557,-1.60215327773,14.9346237969,1.4,3.23252964164,20.8242072471,7.21059526252,31.7295991115,34.0397563338,55.1467109144,40.0496603112,65.9844053,49.1611966443,43.6021532777
144,-13.5346237969,-1.60215327773,0.367470358362,-1.51059526252,-13.1295991115,9.86024366624,-6.64671091438,21.9503396888,-12.1844053,14.3388033557,11.7788970918,9.6,14.9346237969,43.6021532777,3.23252964164,7.21059526252,31.7295991115,34.0397563338,55.1467109144,40.0496603112,65.9844053,49.1611966443
145,-2.17889709181,14.3388033557,-13.5346237969,0.367470358362,-1.51059526252,-13.1295991115,9.86024366624,-6.64671091438,21.9503396888,-12.1844053,25.0942098829,47.4,11.7788970918,49.1611966443,14.9346237969,3.23252964164,7.21059526252,31.7295991115,34.0397563338,55.1467109144,40.0496603112,65.9844053
146,22.3057901171,-12.1844053,-2.17889709181,-13.5346237969,0.367470358362,-1.51059526252,-13.1295991115,9.86024366624,-6.64671091438,21.9503396888,68.5873792731,57.1,25.0942098829,65.9844053,11.7788970918,14.9346237969,3.23252964164,7.21059526252,31.7295991115,34.0397563338,55.1467109144,40.0496603112
147,-11.4873792731,21.9503396888,22.3057901171,-2.17889709181,-13.5346237969,0.367470358362,-1.51059526252,-13.1295991115,9.86024366624,-6.64671091438,58.2288860213,103.9,68.5873792731,40.0496603112,25.0942098829,11.7788970918,14.9346237969,3.23252964164,7.21059526252,31.7295991115,34.0397563338,55.1467109144
148,45.6711139787,-6.64671091438,-11.4873792731,22.3057901171,-2.17889709181,-13.5346237969,0.367470358362,-1.51059526252,-13.1295991115,9.86024366624,109.346100581,80.6,58.2288860213,55.1467109144,68.5873792731,25.0942098829,11.7788970918,14.9346237969,3.23252964164,7.21059526252,31.7295991115,34.0397563338
149,-28.7461005814,9.86024366624,45.6711139787,-11.4873792731,22.3057901171,-2.17889709181,-13.5346237969,0.367470358362,-1.51059526252,-13.1295991115,57.8622713422,63.6,109.346100581,34.0397563338,58.2288860213,68.5873792731,25.0942098829,11.7788970918,14.9346237969,3.23252964164,7.21059526252,31.7295991115
150,5.73772865785,-13.1295991115,-28.7461005814,45.6711139787,-11.4873792731,22.3057901171,-2.17889709181,-13.5346237969,0.367470358362,-1.51059526252,36.9900657857,37.6,57.8622713422,31.7295991115,109.346100581,58.2288860213,68.5873792731,25.0942098829,11.7788970918,14.9346237969,3.23252964164,7.21059526252
151,0.60993421432,-1.51059526252,5.73772865785,-28.7461005814,45.6711139787,-11.4873792731,22.3057901171,-2.17889709181,-13.5346237969,0.367470358362,23.2925144383,26.1,36.9900657857,7.21059526252,57.8622713422,109.346100581,58.2288860213,68.5873792731,25.0942098829,11.7788970918,14.9346237969,3.23252964164
152,2.80748556173,0.367470358362,0.60993421432,5.73772865785,-28.7461005814,45.6711139787,-11.4873792731,22.3057901171,-2.17889709181,-13.5346237969,13.3225476979,14.2,23.2925144383,3.23252964164,36.9900657857,57.8622713422,109.346100581,58.2288860213,68.5873792731,25.0942098829,11.7788970918,14.9346237969
153,0.877452302081,-13.5346237969,2.80748556173,0.60993421432,5.73772865785,-28.7461005814,45.6711139787,-11.4873792731,22.3057901171,-2.17889709181,14.1934666441,5.8,13.3225476979,14.9346237969,23.2925144383,36.9900657857,57.8622713422,109.346100581,58.2288860213,68.5873792731,25.0942098829,11.7788970918
154,-8.39346664411,-2.17889709181,0.877452302081,2.80748556173,0.60993421432,5.73772865785,-28.7461005814,45.6711139787,-11.4873792731,22.3057901171,8.58784523438,16.7,14.1934666441,11.7788970918,13.3225476979,23.2925144383,36.9900657857,57.8622713422,109.346100581,58.2288860213,68.5873792731,25.0942098829
155,8.11215476562,22.3057901171,-8.39346664411,0.877452302081,2.80748556173,0.60993421432,5.73772865785,-28.7461005814,45.6711139787,-11.4873792731,36.2405308095,44.3,8.58784523438,25.0942098829,14.1934666441,13.3225476979,23.2925144383,36.9900657857,57.8622713422,109.346100581,58.2288860213,68.5873792731
156,8.0594691905,-11.4873792731,8.11215476562,-8.39346664411,0.877452302081,2.80748556173,0.60993421432,5.73772865785,-28.7461005814,45.6711139787,65.590455297,63.9,36.2405308095,68.5873792731,8.58784523438,14.1934666441,13.3225476979,23.2925144383,36.9900657857,57.8622713422,109.346100581,58.2288860213
157,-1.69045529704,45.6711139787,8.0594691905,8.11215476562,-8.39346664411,0.877452302081,2.80748556173,0.60993421432,5.73772865785,-28.7461005814,76.9419469203,69.0,65.590455297,58.2288860213,36.2405308095,8.58784523438,14.1934666441,13.3225476979,23.2925144383,36.9900657857,57.8622713422,109.346100581
158,-7.94194692026,-28.7461005814,-1.69045529704,8.0594691905,8.11215476562,-8.39346664411,0.877452302081,2.80748556173,0.60993421432,5.73772865785,67.7104641656,77.8,76.9419469203,109.346100581,65.590455297,36.2405308095,8.58784523438,14.1934666441,13.3225476979,23.2925144383,36.9900657857,57.8622713422
159,10.0895358344,5.73772865785,-7.94194692026,-1.69045529704,8.0594691905,8.11215476562,-8.39346664411,0.877452302081,2.80748556173,0.60993421432,73.5861476204,64.9,67.7104641656,57.8622713422,76.9419469203,65.590455297,36.2405308095,8.58784523438,14.1934666441,13.3225476979,23.2925144383,36.9900657857
160,-8.68614762044,0.60993421432,10.0895358344,-7.94194692026,-1.69045529704,8.0594691905,8.11215476562,-8.39346664411,0.877452302081,2.80748556173,49.7463898555,35.7,73.5861476204,36.9900657857,67.7104641656,76.9419469203,65.590455297,36.2405308095,8.58784523438,14.1934666441,13.3225476979,23.2925144383
161,-14.0463898555,2.80748556173,-8.68614762044,10.0895358344,-7.94194692026,-1.69045529704,8.0594691905,8.11215476562,-8.39346664411,0.877452302081,15.8966075638,21.2,49.7463898555,23.2925144383,73.5861476204,67.7104641656,76.9419469203,65.590455297,36.2405308095,8.58784523438,14.1934666441,13.3225476979
162,5.30339243616,0.877452302081,-14.0463898555,-8.68614762044,10.0895358344,-7.94194692026,-1.69045529704,8.0594691905,8.11215476562,-8.39346664411,14.3407203258,11.1,15.8966075638,13.3225476979,49.7463898555,73.5861476204,67.7104641656,76.9419469203,65.590455297,36.2405308095,8.58784523438,14.1934666441
163,-3.24072032581,-8.39346664411,5.30339243616,-14.0463898555,-8.68614762044,10.0895358344,-7.94194692026,-1.69045529704,8.0594691905,8.11215476562,11.084481649,5.7,14.3407203258,14.1934666441,15.8966075638,49.7463898555,73.5861476204,67.7104641656,76.9419469203,65.590455297,36.2405308095,8.58784523438
164,-5.38448164901,8.11215476562,-3.24072032581,5.30339243616,-14.0463898555,-8.68614762044,10.0895358344,-7.94194692026,-1.69045529704,8.0594691905,11.8533866751,8.7,11.084481649,8.58784523438,14.3407203258,15.8966075638,49.7463898555,73.5861476204,67.7104641656,76.9419469203,65.590455297,36.2405308095
165,-3.15338667513,8.0594691905,-5.38448164901,-3.24072032581,5.30339243616,-14.0463898555,-8.68614762044,10.0895358344,-7.94194692026,-1.69045529704,23.2490435439,36.1,11.8533866751,36.2405308095,11.084481649,14.3407203258,15.8966075638,49.7463898555,73.5861476204,67.7104641656,76.9419469203,65.590455297
166,12.8509564561,-1.69045529704,-3.15338667513,-5.38448164901,-3.24072032581,5.30339243616,-14.0463898555,-8.68614762044,10.0895358344,-7.94194692026,57.6463618104,79.7,23.2490435439,65.590455297,11.8533866751,11.084481649,14.3407203258,15.8966075638,49.7463898555,73.5861476204,67.7104641656,76.9419469203
167,22.0536381896,-7.94194692026,12.8509564561,-3.15338667513,-5.38448164901,-3.24072032581,5.30339243616,-14.0463898555,-8.68614762044,10.0895358344,98.1650917839,114.4,57.6463618104,76.9419469203,23.2490435439,11.8533866751,11.084481649,14.3407203258,15.8966075638,49.7463898555,73.5861476204,67.7104641656
168,16.2349082161,10.0895358344,22.0536381896,12.8509564561,-3.15338667513,-5.38448164901,-3.24072032581,5.30339243616,-14.0463898555,-8.68614762044,116.161764557,109.6,98.1650917839,67.7104641656,57.6463618104,23.2490435439,11.8533866751,11.084481649,14.3407203258,15.8966075638,49.7463898555,73.5861476204
169,-6.56176455689,-8.68614762044,16.2349082161,22.0536381896,12.8509564561,-3.15338667513,-5.38448164901,-3.24072032581,5.30339243616,-14.0463898555,88.957774329,88.8,116.161764557,73.5861476204,98.1650917839,57.6463618104,23.2490435439,11.8533866751,11.084481649,14.3407203258,15.8966075638,49.7463898555
170,-0.157774328979,-14.0463898555,-6.56176455689,16.2349082161,22.0536381896,12.8509564561,-3.15338667513,-5.38448164901,-3.24072032581,5.30339243616,61.7638254009,67.8,88.957774329,49.7463898555,116.161764557,98.1650917839,57.6463618104,23.2490435439,11.8533866751,11.084481649,14.3407203258,15.8966075638
171,6.03617459908,5.30339243616,-0.157774328979,-6.56176455689,16.2349082161,22.0536381896,12.8509564561,-3.15338667513,-5.38448164901,-3.24072032581,46.0462534498,47.5,61.7638254009,15.8966075638,88.957774329,116.161764557,98.1650917839,57.6463618104,23.2490435439,11.8533866751,11.084481649,14.3407203258
172,1.45374655022,-3.24072032581,6.03617459908,-0.157774328979,-6.56176455689,16.2349082161,22.0536381896,12.8509564561,-3.15338667513,-5.38448164901,29.0992847372,30.6,46.0462534498,14.3407203258,61.7638254009,88.957774329,116.161764557,98.1650917839,57.6463618104,23.2490435439,11.8533866751,11.084481649
173,1.50071526277,-5.38448164901,1.45374655022,6.03617459908,-0.157774328979,-6.56176455689,16.2349082161,22.0536381896,12.8509564561,-3.15338667513,20.8782044428,16.3,29.0992847372,11.084481649,46.0462534498,61.7638254009,88.957774329,116.161764557,98.1650917839,57.6463618104,23.2490435439,11.8533866751
174,-4.5782044428,-3.15338667513,1.50071526277,1.45374655022,6.03617459908,-0.157774328979,-6.56176455689,16.2349082161,22.0536381896,12.8509564561,17.6135621188,9.6,20.8782044428,11.8533866751,29.0992847372,46.0462534498,61.7638254009,88.957774329,116.161764557,98.1650917839,57.6463618104,23.2490435439
175,-8.01356211881,12.8509564561,-4.5782044428,1.50071526277,1.45374655022,6.03617459908,-0.157774328979,-6.56176455689,16.2349082161,22.0536381896,23.8036031745,33.2,17.6135621188,23.2490435439,20.8782044428,29.0992847372,46.0462534498,61.7638254009,88.957774329,116.161764557,98.1650917839,57.6463618104
